"srch_destination","user_location_region","month","srch_count","is_booking","user_location_latitude","user_location_longitude","latitude","longitude"
"AL","NJ",6,5,0,40.495165,-74.40379,33.20479,-86.80771
"AL","CA",4,9,0,35.53463,-119.6392,33.20479,-86.80771
"AL","PA",11,1,1,40.34667,-76.31094,33.20479,-86.80771
"AL","CA",7,5,0,35.53463,-119.6392,33.20479,-86.80771
"AL","CA",6,2,1,35.53463,-119.6392,33.20479,-86.80771
"AL","CA",2,6,0,35.53463,-119.6392,33.20479,-86.80771
"AL","CA",12,3,0,35.53463,-119.6392,33.20479,-86.80771
"AL","FL",4,5,0,27.881775,-81.54888,33.20479,-86.80771
"AL","ON",3,2,0,43.780205,-79.403755,33.20479,-86.80771
"AL","ON",3,1,1,43.780205,-79.403755,33.20479,-86.80771
"AL","TX",5,133,0,30.412685,-97.174425,33.20479,-86.80771
"AL","TX",4,8,1,30.412685,-97.174425,33.20479,-86.80771
"AL","WA",6,2,0,47.58599,-122.291,33.20479,-86.80771
"AL","FL",8,0,1,27.881775,-81.54888,33.20479,-86.80771
"AL","FL",6,1,1,27.881775,-81.54888,33.20479,-86.80771
"AL","FL",10,0,1,27.881775,-81.54888,33.20479,-86.80771
"AL","TX",9,118,0,30.412685,-97.174425,33.20479,-86.80771
"AL","PA",1,1,1,40.34667,-76.31094,33.20479,-86.80771
"AL","WA",7,0,1,47.58599,-122.291,33.20479,-86.80771
"AL","FL",2,9,0,27.881775,-81.54888,33.20479,-86.80771
"AL","TX",6,100,0,30.412685,-97.174425,33.20479,-86.80771
"AL","FL",4,0,1,27.881775,-81.54888,33.20479,-86.80771
"AL","IL",4,1,1,41.79871,-88.07561,33.20479,-86.80771
"AL","TX",3,80,0,30.412685,-97.174425,33.20479,-86.80771
"AL","WA",11,1,1,47.58599,-122.291,33.20479,-86.80771
"AL","WA",4,2,1,47.58599,-122.291,33.20479,-86.80771
"AL","IL",8,11,0,41.79871,-88.07561,33.20479,-86.80771
"AL","NJ",8,1,1,40.495165,-74.40379,33.20479,-86.80771
"AL","BC",4,0,1,49.33274,-122.9533,33.20479,-86.80771
"AL","CA",8,5,1,35.53463,-119.6392,33.20479,-86.80771
"AL","PA",3,1,0,40.34667,-76.31094,33.20479,-86.80771
"AL","IL",2,9,0,41.79871,-88.07561,33.20479,-86.80771
"AL","TX",2,12,1,30.412685,-97.174425,33.20479,-86.80771
"AL","TX",12,74,0,30.412685,-97.174425,33.20479,-86.80771
"AL","IL",9,3,0,41.79871,-88.07561,33.20479,-86.80771
"AL","PA",3,0,1,40.34667,-76.31094,33.20479,-86.80771
"AL","IL",8,2,1,41.79871,-88.07561,33.20479,-86.80771
"AL","NJ",3,1,0,40.495165,-74.40379,33.20479,-86.80771
"AL","WA",7,2,0,47.58599,-122.291,33.20479,-86.80771
"AL","CA",9,31,0,35.53463,-119.6392,33.20479,-86.80771
"AL","CA",8,17,0,35.53463,-119.6392,33.20479,-86.80771
"AL","TX",3,11,1,30.412685,-97.174425,33.20479,-86.80771
"AL","TX",2,63,0,30.412685,-97.174425,33.20479,-86.80771
"AL","WA",9,6,0,47.58599,-122.291,33.20479,-86.80771
"ALBANIA","TX",7,0,1,30.412685,-97.174425,41.320385,19.816805
"ALBANIA","PA",3,0,1,40.34667,-76.31094,41.320385,19.816805
"ALBANIA","PA",5,4,0,40.34667,-76.31094,41.320385,19.816805
"ALBANIA","FL",12,1,1,27.881775,-81.54888,41.320385,19.816805
"ALBANIA","CA",10,2,0,35.53463,-119.6392,41.320385,19.816805
"ALBANIA","NY",6,0,1,41.77887,-73.9937,41.320385,19.816805
"ALBANIA","IL",7,2,0,41.79871,-88.07561,41.320385,19.816805
"ALBANIA","NY",8,1,0,41.77887,-73.9937,41.320385,19.816805
"ALBANIA","BC",1,2,0,49.33274,-122.9533,41.320385,19.816805
"ALBANIA","WA",12,1,1,47.58599,-122.291,41.320385,19.816805
"ALBANIA","TX",3,0,1,30.412685,-97.174425,41.320385,19.816805
"ALBANIA","ON",9,2,0,43.780205,-79.403755,41.320385,19.816805
"ALBANIA","PA",5,0,1,40.34667,-76.31094,41.320385,19.816805
"ALBANIA","TX",7,2,0,30.412685,-97.174425,41.320385,19.816805
"ALBANIA","NY",5,0,1,41.77887,-73.9937,41.320385,19.816805
"ALBANIA","NY",7,1,0,41.77887,-73.9937,41.320385,19.816805
"ALBANIA","BC",9,1,1,49.33274,-122.9533,41.320385,19.816805
"ALBANIA","TX",10,2,0,30.412685,-97.174425,41.320385,19.816805
"ALBANIA","TX",11,7,0,30.412685,-97.174425,41.320385,19.816805
"ALBANIA","NY",5,3,0,41.77887,-73.9937,41.320385,19.816805
"ALBANIA","PA",3,1,0,40.34667,-76.31094,41.320385,19.816805
"ALBANIA","BC",9,6,0,49.33274,-122.9533,41.320385,19.816805
"ALBANIA","ON",6,6,0,43.780205,-79.403755,41.320385,19.816805
"ALBANIA","TX",11,1,1,30.412685,-97.174425,41.320385,19.816805
"ALBANIA","FL",12,2,0,27.881775,-81.54888,41.320385,19.816805
"ALBANIA","NY",10,0,1,41.77887,-73.9937,41.320385,19.816805
"ALBANIA","CA",6,0,1,35.53463,-119.6392,41.320385,19.816805
"ALBANIA","NY",6,4,0,41.77887,-73.9937,41.320385,19.816805
"ALBANIA","TX",6,0,1,30.412685,-97.174425,41.320385,19.816805
"ALBANIA","NY",7,0,1,41.77887,-73.9937,41.320385,19.816805
"ALBANIA","ON",3,1,1,43.780205,-79.403755,41.320385,19.816805
"ALBANIA","ON",11,0,1,43.780205,-79.403755,41.320385,19.816805
"ALBANIA","NY",9,2,0,41.77887,-73.9937,41.320385,19.816805
"ALBANIA","BC",1,0,1,49.33274,-122.9533,41.320385,19.816805
"ALBANIA","CA",4,0,1,35.53463,-119.6392,41.320385,19.816805
"ALBANIA","TX",12,1,1,30.412685,-97.174425,41.320385,19.816805
"ALBANIA","TX",6,2,0,30.412685,-97.174425,41.320385,19.816805
